?source_wdx	?sourceName	?traitCategory	?traitLabel	?tryDataVal	?unit	?unitComment
<http://www.wikidata.org/entity/Q1138172>	"Lycopodium annotinum"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.1	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1144409>	"Tsuga heterophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.57	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1144409>	"Tsuga heterophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf phosphorus content"	"Leaf phosphorus content per dry mass (Pmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1700.0	<http://qudt.org/vocab/unit/PPM>	"ppm"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1147786>	"Ulmus thomasii"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.3	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1152744>	"Bupleurum falcatum"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.626901	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	29.5	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	28.75	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	28.5	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	34.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	22.1	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	24.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1157813>	"Dalbergia sissoo"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.09	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11690325>	"Chrysophyllum sanguinolentum"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.22	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11818827>	"Potentilla micrantha"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.934926	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11879792>	"Luzula nivalis"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	0.007035233	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11879792>	"Luzula nivalis"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	0.007497425	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11879792>	"Luzula nivalis"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	0.005798513	<http://qudt.org/vocab/unit/M2-PER-GM>	"m2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1190312>	"Acer pensylvanicum"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.9	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11932057>	"Rhamnus ludovici-salvatoris"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.82	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1193268>	"Kalmia procumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	48.8	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11933237>	"Verbesina alternifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	35.4316	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q11933237>	"Verbesina alternifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: petiole  excluded"^^<http://www.w3.org/2001/XMLSchema#string>	356.29	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1193369>	"Fraxinus americana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.98	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1193369>	"Fraxinus americana"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.1	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12066587>	"Pultenaea daphnoides"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.951319	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12199748>	"Ilex anomala"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.24	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12217056>	"Epilobium angustifolium"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	227.5	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12218900>	"Hordeum bulbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	186.8412	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12252383>	"Rubus idaeus"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.29	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.52	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q124969>	"Corylus avellana"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	147.2	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q128116>	"Picea glauca"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	30.2	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q128116>	"Picea glauca"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	23.5	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q128116>	"Picea glauca"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.02	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q128116>	"Picea glauca"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.35	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q129018>	"Prunus spinosa"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	143.9	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12955947>	"Swietenia macrophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	26.31579	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12955947>	"Swietenia macrophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	28.57143	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12955947>	"Swietenia macrophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	29.41176	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12955947>	"Swietenia macrophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	23.80952	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12955947>	"Swietenia macrophylla"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	45.45455	<http://qudt.org/vocab/unit/M2-PER-KiloGM>	"m2/kg"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12981787>	"Austrocedrus chilensis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.09	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q12981787>	"Austrocedrus chilensis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.6	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1301661>	"Gymnocarpium dryopteris"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.33	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1301661>	"Gymnocarpium dryopteris"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	354.8499	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q130224>	"Potentilla reptans"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	263.4	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.66	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.67	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.54	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.4	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.47	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.48	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.51	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13035690>	"Protea repens"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	0.52	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13094301>	"Schleichera oleosa"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.79	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13110312>	"Holoptelea integrifolia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.75	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13114255>	"Wrightia arborea"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.31	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13115295>	"Hardwickia binata"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.02	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13182>	"Litchi chinensis"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	1.42	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	4.0	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	3.9	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	39.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg g-1"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	41.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg g-1"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	40.0	<http://qudt.org/vocab/unit/MilliGM-PER-GM>	"mg g-1"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13189>	"Prunus persica"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	4.1	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q13190505>	"Jacaranda copaia"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.81	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1327535>	"Hylotelephium telephium"^^<http://www.w3.org/2001/XMLSchema#string>	"Specific leaf area"	"SLA: undefined if petiole in- or excluded"^^<http://www.w3.org/2001/XMLSchema#string>	207.0	<http://qudt.org/vocab/unit/CentiM2-PER-GM>	"SLA cm2/g"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q133128>	"Pinus sylvestris"^^<http://www.w3.org/2001/XMLSchema#string>	"Leaf nitrogen content"	"Leaf nitrogen content per dry mass (Nmass)"^^<http://www.w3.org/2001/XMLSchema#string>	2.17	<http://qudt.org/vocab/unit/PERCENT>	"%"^^<http://www.w3.org/2001/XMLSchema#string>
